pmid,paragraph,abstract,label,registry,trn
33831550,1,"Metabolic connectivity patterns on the basis of [18F]-FDG positron emission tomography (PET) are used to depict complex cerebral network alterations in different neurological disorders and therefore may have the potential to support diagnostic decisions. In this study, we established a novel statistical classification method taking advantage of differential time-dependent states of whole-brain metabolic connectivity following unilateral labyrinthectomy (UL) in the rat and explored its classification accuracy. The dataset consisted of repeated [18F]-FDG PET measurements at baseline and 1, 3, 7, and 15 days (= maximum of 5 classes) after UL with 17 rats per measurement day. Classification in different stages after UL was performed by determining connectivity patterns for the different classes by Pearson's correlation between uptake values in atlas-based segmented brain regions. Connections were fitted with a linear function, with which different thresholds on the correlation coefficient (r = [0.5, 0.85]) were investigated. Rats were classified by determining the congruence of their PET uptake pattern with the fitted connectivity patterns in the classes. Overall, the classification accuracy with this method was 84.3% for 3 classes, 75.0% for 4 classes, and 54.1% for 5 classes and outperformed random classification as well as machine learning classification on the same dataset. The optimal classification thresholds of the correlation coefficient and distance-to-fit were found to be |r| > 0.65 and d = 4 when using Siegel's slope estimator for fitting. This connectivity-based classification method can compete with machine learning classification and may have methodological advantages when applied to support PET-based diagnostic decisions in neurological network disorders (such as neurodegenerative syndromes).",NA,NA,NA
33841801,1,"Quantitative measurements and qualitative description of scientific images are both important to describe the complexity of digital image data. While various software solutions for quantitative measurements in images exist, there is a lack of simple tools for the qualitative description of images in common user-oriented image analysis software. To address this issue, we developed a set of Fiji plugins that facilitate the systematic manual annotation of images or image-regions. From a list of user-defined keywords, these plugins generate an easy-to-use graphical interface with buttons or checkboxes for the assignment of single or multiple pre-defined categories to full images or individual regions of interest. In addition to qualitative annotations, any quantitative measurement from the standard Fiji options can also be automatically reported. Besides the interactive user interface, keyboard shortcuts are available to speed-up the annotation process for larger datasets. The annotations are reported in a Fiji result table that can be exported as a pre-formatted csv file, for further analysis with common spreadsheet software or custom automated pipelines. To illustrate possible use case of the annotations, and facilitate the analysis of the generated annotations, we provide examples of such pipelines, including data-visualization solutions in Fiji and KNIME, as well as a complete workflow for training and application of a deep learning model for image classification in KNIME. Ultimately, the plugins enable standardized routine sample evaluation, classification, or ground-truth category annotation of any digital image data compatible with Fiji.",NA,NA,NA
34035550,1,"In 2017, ovarian cancer due to asbestos exposure was designated a new, and thereby the first, gynaecological occupational disease in Germany. Asbestos is a naturally occurring mineral fibre with an annual usage in Germany of 160 000 - 180 000 metric tonnes in the 1960s and 1970s. The carcinogenicity of asbestos for the target organs lungs, larynx, pleura including pericardium, and peritoneum including tunica vaginalis testis has been clearly established for many years. Recent meta-analyses of data from cohort studies have demonstrated that the risk of ovarian cancer roughly doubles in women with occupational exposure to asbestos. Since the group of people with double the risk of developing lung cancer due to work-related asbestos exposure has a 2.25-fold increased risk of mortality from ovarian cancer on average, work-related ovarian cancer has been assigned the same recognition requirements as in occupational lung (and laryngeal) cancer. Thus, gynaecologists must obtain a thorough history of occupational exposure to asbestos, even if it may have taken place long in the past. The law mandates that suspected such cases must be reported to the Statutory Accident Insurance carrier or the State Occupational Safety and Health Agency.",NA,NA,NA
34090257,1,"Leprosy, a chronic infectious disease caused by Mycobacterium leprae, is often late- or misdiagnosed leading to irreversible disabilities. Blood transcriptomic biomarkers that prospectively predict those who progress to leprosy (progressors) would allow early diagnosis, better treatment outcomes and facilitate interventions aimed at stopping bacterial transmission. To identify potential risk signatures of leprosy, we collected whole blood of household contacts (HC, n=5,352) of leprosy patients, including individuals who were diagnosed with leprosy 4-61 months after sample collection.",BACKGROUND,NA,NA
34090257,2,"We investigated differential gene expression (DGE) by RNA-Seq between progressors before presence of symptoms (n=40) and HC (n=40), as well as longitudinal DGE within each progressor. A prospective leprosy signature was identified using a machine learning approach (Random Forest) and validated using reverse transcription quantitative PCR (RT-qPCR).",METHODS,NA,NA
34090257,3,"Although no significant intra-individual longitudinal variation within leprosy progressors was identified, 1,613 genes were differentially expressed in progressors before diagnosis compared to HC. We identified a 13-gene prospective risk signature with an Area Under the Curve (AUC) of 95.2%. Validation of this RNA-Seq signature in an additional set of progressors (n=43) and HC (n=43) by RT-qPCR, resulted in a final 4-gene signature, designated RISK4LEP (MT-ND2, REX1BD, TPGS1, UBC) (AUC=86.4%).",FINDINGS,NA,NA
34090257,4,This study identifies for the first time a prospective transcriptional risk signature in blood predicting development of leprosy 4 to 61 months before clinical diagnosis. Assessment of this signature in contacts of leprosy patients can function as an adjunct diagnostic tool to target implementation of interventions to restrain leprosy development.,INTERPRETATION,NA,NA
34090257,5,"This study was supported by R2STOP Research grant, the Order of Malta-Grants-for-Leprosy-Research, the Q.M. Gastmann-Wichers Foundation and the Leprosy Research Initiative (LRI) together with the Turing Foundation (ILEP# 702.02.73 and # 703.15.07).",FUNDING,NA,NA
34091769,1,"The aim of this study was to evaluate the impact of the COVID-19 pandemic lockdown on acute myocardial infarction (AMI) care, and to identify underlying stressors in the German model region for complete AMI registration. The analysis was based on data from the population-based KORA Myocardial Infarction Registry located in the region of Augsburg, Germany. All cases of AMI (n = 210) admitted to one of four hospitals in the city of Augsburg or the county of Augsburg from February 10th, 2020, to May 19, 2020, were included. Patients were divided into three groups, namely pre-lockdown, strict lockdown, and attenuated lockdown period. An additional survey was conducted asking the patients for stress and fears in the 4 weeks prior to their AMI. The AMI rate declined by 44% in the strict lockdown period; in the attenuated lockdown period the rate was 17% lower compared to the pre-lockdown period. The downward trend in AMI rates during lockdown was seen in STEMI and NSTEMI patients, and independent of sex and age. The door-to-device time decreased by 70-80% in the lockdown-periods. In the time prior to the infarction, patients felt stressed mainly due to fear of infection with Sars-CoV-2 and less because of the restrictions and consequences of the lockdown. A strict lockdown due to the Covid-19 pandemic had a marked impact on AMI care even in a non-hot-spot region with relatively few cases of COVID-19. Fear of infection with the virus is presumably the main reason for the drop in hospitalizations due to AMI.",NA,NA,NA
34113011,1,"To evaluate the association between a previously published 313 variant-based breast cancer (BC) polygenic risk score (PRS313) and contralateral breast cancer (CBC) risk, in BRCA1 and BRCA2 pathogenic variant heterozygotes.",PURPOSE,NA,NA
